#! IncludeWeaponSound
# This file define battle parameters of characters.
# You must set at least 19 different items.
# -----------------------------------------------
# Id;AvatarSprite;ModelId;TranceModelId;TranceGlowingColor;MP_IDLE_NORMAL;MP_IDLE_DYING;MP_DAMAGE1;MP_DAMAGE2;MP_DISABLE;MP_GET_UP_DYING;MP_GET_UP_DISABLE;MP_DOWN_DYING;MP_DOWN_DISABLE;MP_IDLE_CMD;MP_NORMAL_TO_CMD;MP_DYING_TO_CMD;MP_IDLE_TO_DEF;MP_DEFENCE;MP_DEF_TO_IDLE;MP_COVER;MP_AVOID;MP_ESCAPE;MP_WIN;MP_WIN_LOOP;MP_SET;MP_RUN;MP_RUN_TO_ATTACK;MP_ATTACK;MP_BACK;MP_ATK_TO_NORMAL;MP_IDLE_TO_CHANT;MP_CHANT;MP_MAGIC;MP_STEP_FORWARD;MP_STEP_BACK;MP_ITEM1;MP_CMD_TO_NORMAL;MP_SPECIAL;AttackSequence;WeaponBone;ShadowData;StatusBones;StatusOffsetsY;StatusOffsetsZ;WeaponSounds;WeaponOffset;TranceParameters;
# Int32;String;String;String;UInt8[];String;String;String;String;String;String;String;String;String;String;String;String;String;String;String;String;String;String;String;String;String;String;String;String;String;String;String;String;String;String;String;String;String;String;Int32;UInt8;UInt8[];UInt8[];Int8[];Int8[];Int32[];Float[PosX,PosY,PosZ,RotX,RotY,RotZ];{Anim[34];AttackSequence(Int32);WeaponBone(Int32);ShadowData(Byte[5]);StatusBone(Byte[6]);StatusOffsetY(sByte[6]);StatusOffsetZ(sByte[6]);TranceWeaponSound(Int32[2]);TranceWeaponOffset(Single[6])}
# -----------------------------------------------
0;face05;GEO_MAIN_B0_008;GEO_MAIN_B0_030;208, 112, 120;ANH_MAIN_B0_008_000;ANH_MAIN_B0_008_022;ANH_MAIN_B0_008_300;ANH_MAIN_B0_008_310;ANH_MAIN_B0_008_033;ANH_MAIN_B0_008_020;ANH_MAIN_B0_008_032;ANH_MAIN_B0_008_002;ANH_MAIN_B0_008_023;ANH_MAIN_B0_008_011;ANH_MAIN_B0_008_001;ANH_MAIN_B0_008_021;ANH_MAIN_B0_008_400;ANH_MAIN_B0_008_401;ANH_MAIN_B0_008_402;ANH_MAIN_B0_008_410;ANH_MAIN_B0_008_420;ANH_MAIN_B0_008_430;ANH_MAIN_B0_008_500;ANH_MAIN_B0_008_501;ANH_MAIN_B0_008_100;ANH_MAIN_B0_008_101;ANH_MAIN_B0_008_102;ANH_MAIN_B0_008_103;ANH_MAIN_B0_008_104;ANH_MAIN_B0_008_105;ANH_MAIN_B0_008_200;ANH_MAIN_B0_008_201;ANH_MAIN_B0_008_202;ANH_MAIN_B0_008_040;ANH_MAIN_B0_008_050;ANH_MAIN_B0_008_210;ANH_MAIN_B0_008_010;ANH_MAIN_B0_008_220;109;14;1, 1, 224, 228, 0;6, 6, 6, 6, 6, 1;-12, -2, -9, -1, -9, -23;0, -1, -10, -9, -5, 0;901, 20;# Zidane (Dagger)
1;face05;GEO_MAIN_B0_008;GEO_MAIN_B0_030;208, 112, 120;ANH_MAIN_B0_008_000;ANH_MAIN_B0_008_022;ANH_MAIN_B0_008_300;ANH_MAIN_B0_008_310;ANH_MAIN_B0_008_033;ANH_MAIN_B0_008_020;ANH_MAIN_B0_008_032;ANH_MAIN_B0_008_002;ANH_MAIN_B0_008_023;ANH_MAIN_B0_008_011;ANH_MAIN_B0_008_001;ANH_MAIN_B0_008_021;ANH_MAIN_B0_008_400;ANH_MAIN_B0_008_401;ANH_MAIN_B0_008_402;ANH_MAIN_B0_008_410;ANH_MAIN_B0_008_420;ANH_MAIN_B0_008_430;ANH_MAIN_B0_008_500;ANH_MAIN_B0_008_501;ANH_MAIN_B0_008_100;ANH_MAIN_B0_008_101;ANH_MAIN_B0_008_102;ANH_MAIN_B0_008_103;ANH_MAIN_B0_008_104;ANH_MAIN_B0_008_105;ANH_MAIN_B0_008_200;ANH_MAIN_B0_008_201;ANH_MAIN_B0_008_202;ANH_MAIN_B0_008_040;ANH_MAIN_B0_008_050;ANH_MAIN_B0_008_210;ANH_MAIN_B0_008_010;ANH_MAIN_B0_008_220;109;14;1, 1, 224, 228, 0;6, 6, 6, 6, 6, 1;-12, -2, -9, -1, -9, -23;0, -1, -10, -9, -5, 0;901, 20;# Zidane (Thief sword)
2;face05;GEO_MAIN_B0_008;GEO_MAIN_B0_030;208, 112, 120;ANH_MAIN_B0_008_000;ANH_MAIN_B0_008_022;ANH_MAIN_B0_008_300;ANH_MAIN_B0_008_310;ANH_MAIN_B0_008_033;ANH_MAIN_B0_008_020;ANH_MAIN_B0_008_032;ANH_MAIN_B0_008_002;ANH_MAIN_B0_008_023;ANH_MAIN_B0_008_011;ANH_MAIN_B0_008_001;ANH_MAIN_B0_008_021;ANH_MAIN_B0_008_400;ANH_MAIN_B0_008_401;ANH_MAIN_B0_008_402;ANH_MAIN_B0_008_410;ANH_MAIN_B0_008_420;ANH_MAIN_B0_008_430;ANH_MAIN_B0_008_500;ANH_MAIN_B0_008_501;ANH_MAIN_B0_008_100;ANH_MAIN_B0_008_101;ANH_MAIN_B0_008_102;ANH_MAIN_B0_008_103;ANH_MAIN_B0_008_104;ANH_MAIN_B0_008_105;ANH_MAIN_B0_008_200;ANH_MAIN_B0_008_201;ANH_MAIN_B0_008_202;ANH_MAIN_B0_008_040;ANH_MAIN_B0_008_050;ANH_MAIN_B0_008_210;ANH_MAIN_B0_008_010;ANH_MAIN_B0_008_220;109;14;1, 1, 224, 228, 0;6, 6, 6, 6, 6, 1;-12, -2, -9, -1, -9, -23;0, -1, -10, -9, -5, 0;901, 20;# Vivi
3;face05;GEO_MAIN_B0_008;GEO_MAIN_B0_030;208, 112, 120;ANH_MAIN_B0_008_000;ANH_MAIN_B0_008_022;ANH_MAIN_B0_008_300;ANH_MAIN_B0_008_310;ANH_MAIN_B0_008_033;ANH_MAIN_B0_008_020;ANH_MAIN_B0_008_032;ANH_MAIN_B0_008_002;ANH_MAIN_B0_008_023;ANH_MAIN_B0_008_011;ANH_MAIN_B0_008_001;ANH_MAIN_B0_008_021;ANH_MAIN_B0_008_400;ANH_MAIN_B0_008_401;ANH_MAIN_B0_008_402;ANH_MAIN_B0_008_410;ANH_MAIN_B0_008_420;ANH_MAIN_B0_008_430;ANH_MAIN_B0_008_500;ANH_MAIN_B0_008_501;ANH_MAIN_B0_008_100;ANH_MAIN_B0_008_101;ANH_MAIN_B0_008_102;ANH_MAIN_B0_008_103;ANH_MAIN_B0_008_104;ANH_MAIN_B0_008_105;ANH_MAIN_B0_008_200;ANH_MAIN_B0_008_201;ANH_MAIN_B0_008_202;ANH_MAIN_B0_008_040;ANH_MAIN_B0_008_050;ANH_MAIN_B0_008_210;ANH_MAIN_B0_008_010;ANH_MAIN_B0_008_220;109;14;1, 1, 224, 228, 0;6, 6, 6, 6, 6, 1;-12, -2, -9, -1, -9, -23;0, -1, -10, -9, -5, 0;901, 20;# Garnet (Long hair - Rod)
4;face05;GEO_MAIN_B0_008;GEO_MAIN_B0_030;208, 112, 120;ANH_MAIN_B0_008_000;ANH_MAIN_B0_008_022;ANH_MAIN_B0_008_300;ANH_MAIN_B0_008_310;ANH_MAIN_B0_008_033;ANH_MAIN_B0_008_020;ANH_MAIN_B0_008_032;ANH_MAIN_B0_008_002;ANH_MAIN_B0_008_023;ANH_MAIN_B0_008_011;ANH_MAIN_B0_008_001;ANH_MAIN_B0_008_021;ANH_MAIN_B0_008_400;ANH_MAIN_B0_008_401;ANH_MAIN_B0_008_402;ANH_MAIN_B0_008_410;ANH_MAIN_B0_008_420;ANH_MAIN_B0_008_430;ANH_MAIN_B0_008_500;ANH_MAIN_B0_008_501;ANH_MAIN_B0_008_100;ANH_MAIN_B0_008_101;ANH_MAIN_B0_008_102;ANH_MAIN_B0_008_103;ANH_MAIN_B0_008_104;ANH_MAIN_B0_008_105;ANH_MAIN_B0_008_200;ANH_MAIN_B0_008_201;ANH_MAIN_B0_008_202;ANH_MAIN_B0_008_040;ANH_MAIN_B0_008_050;ANH_MAIN_B0_008_210;ANH_MAIN_B0_008_010;ANH_MAIN_B0_008_220;109;14;1, 1, 224, 228, 0;6, 6, 6, 6, 6, 1;-12, -2, -9, -1, -9, -23;0, -1, -10, -9, -5, 0;901, 20;# Garnet (Long hair - Racket)
5;face05;GEO_MAIN_B0_008;GEO_MAIN_B0_030;208, 112, 120;ANH_MAIN_B0_008_000;ANH_MAIN_B0_008_022;ANH_MAIN_B0_008_300;ANH_MAIN_B0_008_310;ANH_MAIN_B0_008_033;ANH_MAIN_B0_008_020;ANH_MAIN_B0_008_032;ANH_MAIN_B0_008_002;ANH_MAIN_B0_008_023;ANH_MAIN_B0_008_011;ANH_MAIN_B0_008_001;ANH_MAIN_B0_008_021;ANH_MAIN_B0_008_400;ANH_MAIN_B0_008_401;ANH_MAIN_B0_008_402;ANH_MAIN_B0_008_410;ANH_MAIN_B0_008_420;ANH_MAIN_B0_008_430;ANH_MAIN_B0_008_500;ANH_MAIN_B0_008_501;ANH_MAIN_B0_008_100;ANH_MAIN_B0_008_101;ANH_MAIN_B0_008_102;ANH_MAIN_B0_008_103;ANH_MAIN_B0_008_104;ANH_MAIN_B0_008_105;ANH_MAIN_B0_008_200;ANH_MAIN_B0_008_201;ANH_MAIN_B0_008_202;ANH_MAIN_B0_008_040;ANH_MAIN_B0_008_050;ANH_MAIN_B0_008_210;ANH_MAIN_B0_008_010;ANH_MAIN_B0_008_220;109;14;1, 1, 224, 228, 0;6, 6, 6, 6, 6, 1;-12, -2, -9, -1, -9, -23;0, -1, -10, -9, -5, 0;901, 20;# Garnet (Short hair - Rod)
6;face05;GEO_MAIN_B0_008;GEO_MAIN_B0_030;208, 112, 120;ANH_MAIN_B0_008_000;ANH_MAIN_B0_008_022;ANH_MAIN_B0_008_300;ANH_MAIN_B0_008_310;ANH_MAIN_B0_008_033;ANH_MAIN_B0_008_020;ANH_MAIN_B0_008_032;ANH_MAIN_B0_008_002;ANH_MAIN_B0_008_023;ANH_MAIN_B0_008_011;ANH_MAIN_B0_008_001;ANH_MAIN_B0_008_021;ANH_MAIN_B0_008_400;ANH_MAIN_B0_008_401;ANH_MAIN_B0_008_402;ANH_MAIN_B0_008_410;ANH_MAIN_B0_008_420;ANH_MAIN_B0_008_430;ANH_MAIN_B0_008_500;ANH_MAIN_B0_008_501;ANH_MAIN_B0_008_100;ANH_MAIN_B0_008_101;ANH_MAIN_B0_008_102;ANH_MAIN_B0_008_103;ANH_MAIN_B0_008_104;ANH_MAIN_B0_008_105;ANH_MAIN_B0_008_200;ANH_MAIN_B0_008_201;ANH_MAIN_B0_008_202;ANH_MAIN_B0_008_040;ANH_MAIN_B0_008_050;ANH_MAIN_B0_008_210;ANH_MAIN_B0_008_010;ANH_MAIN_B0_008_220;109;14;1, 1, 224, 228, 0;6, 6, 6, 6, 6, 1;-12, -2, -9, -1, -9, -23;0, -1, -10, -9, -5, 0;901, 20;# Garnet (Short hair - Racket)
7;face05;GEO_MAIN_B0_008;GEO_MAIN_B0_030;208, 112, 120;ANH_MAIN_B0_008_000;ANH_MAIN_B0_008_022;ANH_MAIN_B0_008_300;ANH_MAIN_B0_008_310;ANH_MAIN_B0_008_033;ANH_MAIN_B0_008_020;ANH_MAIN_B0_008_032;ANH_MAIN_B0_008_002;ANH_MAIN_B0_008_023;ANH_MAIN_B0_008_011;ANH_MAIN_B0_008_001;ANH_MAIN_B0_008_021;ANH_MAIN_B0_008_400;ANH_MAIN_B0_008_401;ANH_MAIN_B0_008_402;ANH_MAIN_B0_008_410;ANH_MAIN_B0_008_420;ANH_MAIN_B0_008_430;ANH_MAIN_B0_008_500;ANH_MAIN_B0_008_501;ANH_MAIN_B0_008_100;ANH_MAIN_B0_008_101;ANH_MAIN_B0_008_102;ANH_MAIN_B0_008_103;ANH_MAIN_B0_008_104;ANH_MAIN_B0_008_105;ANH_MAIN_B0_008_200;ANH_MAIN_B0_008_201;ANH_MAIN_B0_008_202;ANH_MAIN_B0_008_040;ANH_MAIN_B0_008_050;ANH_MAIN_B0_008_210;ANH_MAIN_B0_008_010;ANH_MAIN_B0_008_220;109;14;1, 1, 224, 228, 0;6, 6, 6, 6, 6, 1;-12, -2, -9, -1, -9, -23;0, -1, -10, -9, -5, 0;901, 20;# Steiner (Outdoor)
8;face05;GEO_MAIN_B0_008;GEO_MAIN_B0_030;208, 112, 120;ANH_MAIN_B0_008_000;ANH_MAIN_B0_008_022;ANH_MAIN_B0_008_300;ANH_MAIN_B0_008_310;ANH_MAIN_B0_008_033;ANH_MAIN_B0_008_020;ANH_MAIN_B0_008_032;ANH_MAIN_B0_008_002;ANH_MAIN_B0_008_023;ANH_MAIN_B0_008_011;ANH_MAIN_B0_008_001;ANH_MAIN_B0_008_021;ANH_MAIN_B0_008_400;ANH_MAIN_B0_008_401;ANH_MAIN_B0_008_402;ANH_MAIN_B0_008_410;ANH_MAIN_B0_008_420;ANH_MAIN_B0_008_430;ANH_MAIN_B0_008_500;ANH_MAIN_B0_008_501;ANH_MAIN_B0_008_100;ANH_MAIN_B0_008_101;ANH_MAIN_B0_008_102;ANH_MAIN_B0_008_103;ANH_MAIN_B0_008_104;ANH_MAIN_B0_008_105;ANH_MAIN_B0_008_200;ANH_MAIN_B0_008_201;ANH_MAIN_B0_008_202;ANH_MAIN_B0_008_040;ANH_MAIN_B0_008_050;ANH_MAIN_B0_008_210;ANH_MAIN_B0_008_010;ANH_MAIN_B0_008_220;109;14;1, 1, 224, 228, 0;6, 6, 6, 6, 6, 1;-12, -2, -9, -1, -9, -23;0, -1, -10, -9, -5, 0;901, 20;# Steiner (Indoor)
9;face05;GEO_MAIN_B0_008;GEO_MAIN_B0_030;208, 112, 120;ANH_MAIN_B0_008_000;ANH_MAIN_B0_008_022;ANH_MAIN_B0_008_300;ANH_MAIN_B0_008_310;ANH_MAIN_B0_008_033;ANH_MAIN_B0_008_020;ANH_MAIN_B0_008_032;ANH_MAIN_B0_008_002;ANH_MAIN_B0_008_023;ANH_MAIN_B0_008_011;ANH_MAIN_B0_008_001;ANH_MAIN_B0_008_021;ANH_MAIN_B0_008_400;ANH_MAIN_B0_008_401;ANH_MAIN_B0_008_402;ANH_MAIN_B0_008_410;ANH_MAIN_B0_008_420;ANH_MAIN_B0_008_430;ANH_MAIN_B0_008_500;ANH_MAIN_B0_008_501;ANH_MAIN_B0_008_100;ANH_MAIN_B0_008_101;ANH_MAIN_B0_008_102;ANH_MAIN_B0_008_103;ANH_MAIN_B0_008_104;ANH_MAIN_B0_008_105;ANH_MAIN_B0_008_200;ANH_MAIN_B0_008_201;ANH_MAIN_B0_008_202;ANH_MAIN_B0_008_040;ANH_MAIN_B0_008_050;ANH_MAIN_B0_008_210;ANH_MAIN_B0_008_010;ANH_MAIN_B0_008_220;109;14;1, 1, 224, 228, 0;6, 6, 6, 6, 6, 1;-12, -2, -9, -1, -9, -23;0, -1, -10, -9, -5, 0;901, 20;# Quina
10;face05;GEO_MAIN_B0_008;GEO_MAIN_B0_030;208, 112, 120;ANH_MAIN_B0_008_000;ANH_MAIN_B0_008_022;ANH_MAIN_B0_008_300;ANH_MAIN_B0_008_310;ANH_MAIN_B0_008_033;ANH_MAIN_B0_008_020;ANH_MAIN_B0_008_032;ANH_MAIN_B0_008_002;ANH_MAIN_B0_008_023;ANH_MAIN_B0_008_011;ANH_MAIN_B0_008_001;ANH_MAIN_B0_008_021;ANH_MAIN_B0_008_400;ANH_MAIN_B0_008_401;ANH_MAIN_B0_008_402;ANH_MAIN_B0_008_410;ANH_MAIN_B0_008_420;ANH_MAIN_B0_008_430;ANH_MAIN_B0_008_500;ANH_MAIN_B0_008_501;ANH_MAIN_B0_008_100;ANH_MAIN_B0_008_101;ANH_MAIN_B0_008_102;ANH_MAIN_B0_008_103;ANH_MAIN_B0_008_104;ANH_MAIN_B0_008_105;ANH_MAIN_B0_008_200;ANH_MAIN_B0_008_201;ANH_MAIN_B0_008_202;ANH_MAIN_B0_008_040;ANH_MAIN_B0_008_050;ANH_MAIN_B0_008_210;ANH_MAIN_B0_008_010;ANH_MAIN_B0_008_220;109;14;1, 1, 224, 228, 0;6, 6, 6, 6, 6, 1;-12, -2, -9, -1, -9, -23;0, -1, -10, -9, -5, 0;901, 20;# Eiko (flute)
